task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority
953.0,6039780138.0,6039780138.0,1610.0,40.0
954.0,7627759621.0,7627759621.0,381.0,24.0
955.0,4581075953.0,4581075953.0,1240.0,54.0
956.0,2162133325.0,2162133325.0,981.0,78.0
957.0,1983811304.0,1983811304.0,465.0,80.0
958.0,6189115496.0,6189115496.0,1411.0,38.0
959.0,2365517289.0,2365517289.0,2302.0,76.0
960.0,8022990889.0,8022990889.0,2684.0,20.0
961.0,1645793452.0,1645793452.0,2365.0,84.0
962.0,3229041274.0,3229041274.0,2056.0,68.0
963.0,1727953510.0,1727953510.0,528.0,83.0
964.0,9908091005.0,9908091005.0,1181.0,1.0
965.0,3179812878.0,3179812878.0,602.0,68.0
966.0,8378938823.0,8378938823.0,1975.0,16.0
967.0,2351977450.0,2351977450.0,1576.0,76.0
968.0,5523121955.0,5523121955.0,1911.0,45.0
969.0,2661464746.0,2661464746.0,1304.0,73.0
970.0,2596074552.0,2596074552.0,1452.0,74.0
971.0,2840135667.0,2840135667.0,1215.0,72.0
972.0,7884430606.0,7884430606.0,2959.0,21.0
973.0,6375181415.0,6375181415.0,2623.0,36.0
974.0,3109856638.0,3109856638.0,1029.0,69.0
975.0,7877167487.0,7877167487.0,1191.0,21.0
976.0,1505085985.0,1505085985.0,693.0,85.0
977.0,7787618114.0,7787618114.0,595.0,22.0
978.0,7115749909.0,7115749909.0,2195.0,29.0
979.0,9978999727.0,9978999727.0,2851.0,0.0
980.0,2741860787.0,2741860787.0,1416.0,73.0
981.0,7256885404.0,7256885404.0,2443.0,27.0
982.0,1479290300.0,1479290300.0,909.0,85.0
983.0,5098866521.0,5098866521.0,1875.0,49.0
984.0,7302465848.0,7302465848.0,1896.0,27.0
985.0,2470215360.0,2470215360.0,1115.0,75.0
986.0,6519684454.0,6519684454.0,1626.0,35.0
987.0,8979649175.0,8979649175.0,2505.0,10.0
988.0,2651062131.0,2651062131.0,1415.0,73.0
989.0,9008419487.0,9008419487.0,578.0,10.0
990.0,1404672006.0,1404672006.0,701.0,86.0
991.0,9631019214.0,9631019214.0,2829.0,4.0
992.0,8897361044.0,8897361044.0,263.0,11.0
993.0,8103235382.0,8103235382.0,2379.0,19.0
994.0,3260596102.0,3260596102.0,1448.0,67.0
995.0,8125439106.0,8125439106.0,266.0,19.0
996.0,8521883772.0,8521883772.0,1751.0,15.0
997.0,1149002778.0,1149002778.0,117.0,89.0
998.0,6230745485.0,6230745485.0,198.0,38.0
999.0,4198019612.0,4198019612.0,319.0,58.0
