task_id,task_size,frequencyNeed_claimed,memoryNeed_claimed,priority
801.0,2908447081.0,2908.447081,728.0,7100.0
802.0,3901031509.0,3901.031509,1585.0,6100.0
803.0,6664282156.0,6664.282156,807.0,3300.0
804.0,6079732135.0,6079.732135,2578.0,3900.0
805.0,8311932439.0,8311.932439,218.0,1700.0
806.0,8559704224.0,8559.704224,1165.0,1400.0
807.0,3514088825.0,3514.088825,864.0,6500.0
808.0,8631162077.0,8631.162077,275.0,1400.0
809.0,1017931117.0,1017.931117,2838.0,9000.0
810.0,6820104684.0,6820.104684,1775.0,3200.0
811.0,2002770323.0,2002.770323,987.0,8000.0
812.0,3527072047.0,3527.072047,2639.0,6500.0
813.0,6744387558.0,6744.387558,163.0,3300.0
814.0,6553478310.0,6553.47831,1560.0,3400.0
815.0,8605318594.0,8605.318594,728.0,1400.0
816.0,7856367521.0,7856.367521,1449.0,2100.0
817.0,3376071287.0,3376.071287,1302.0,6600.0
818.0,6992494789.0,6992.494789,971.0,3000.0
819.0,8821383827.0,8821.383827,2716.0,1200.0
820.0,7987755549.0,7987.755549,1279.0,2000.0
821.0,7552088150.0,7552.08815,1257.0,2400.0
822.0,8557738983.0,8557.738983,1144.0,1400.0
823.0,7133411491.0,7133.411491,2110.0,2900.0
824.0,8748273017.0,8748.273017,2493.0,1300.0
825.0,5723161822.0,5723.161822,1683.0,4300.0
826.0,3646550685.0,3646.550685,1218.0,6400.0
827.0,2785828092.0,2785.828092,2210.0,7200.0
828.0,1682537723.0,1682.537723,1026.0,8300.0
829.0,8377247174.0,8377.247174,2892.0,1600.0
830.0,6089588951.0,6089.588951,2140.0,3900.0
831.0,6721504501.0,6721.504501,2342.0,3300.0
832.0,5028043939.0,5028.043939,2749.0,5000.0
833.0,3997209864.0,3997.209864,726.0,6000.0
834.0,6138311558.0,6138.311558,2338.0,3900.0
835.0,5562809207.0,5562.809207,176.0,4400.0
836.0,1346114714.0,1346.114714,555.0,8700.0
837.0,1051111216.0,1051.111216,1014.0,8900.0
838.0,9860201522.0,9860.201522,2751.0,100.0
839.0,9923492854.0,9923.492854,765.0,100.0
840.0,2028651158.0,2028.651158,810.0,8000.0
841.0,4768235638.0,4768.235638,2796.0,5200.0
842.0,6437261846.0,6437.261846,371.0,3600.0
843.0,7432748786.0,7432.748786,855.0,2600.0
844.0,4195391979.0,4195.391979,451.0,5800.0
845.0,6303904746.0,6303.904746,1133.0,3700.0
846.0,4376211063.0,4376.211063,737.0,5600.0
847.0,2246456909.0,2246.456909,1832.0,7800.0
848.0,6613593700.0,6613.5937,1628.0,3400.0
849.0,9478853055.0,9478.853055,1869.0,500.0
850.0,3101678583.0,3101.678583,1679.0,6900.0
851.0,8854817230.0,8854.81723,1687.0,1100.0
852.0,6415748863.0,6415.748863,2376.0,3600.0
853.0,1664787969.0,1664.787969,2609.0,8300.0
854.0,9940709334.0,9940.709334,1759.0,100.0
855.0,4947221351.0,4947.221351,1344.0,5100.0
856.0,1275633147.0,1275.633147,1803.0,8700.0
857.0,4066315583.0,4066.315583,2491.0,5900.0
858.0,2953433627.0,2953.433627,2128.0,7000.0
859.0,2057435167.0,2057.435167,2014.0,7900.0
860.0,6414575846.0,6414.575846,602.0,3600.0
861.0,2737244253.0,2737.244253,2483.0,7300.0
862.0,8037818801.0,8037.818801,2943.0,2000.0
863.0,4345895150.0,4345.89515,1869.0,5700.0
864.0,3617382014.0,3617.382014,2529.0,6400.0
865.0,5373369445.0,5373.369445,1443.0,4600.0
866.0,6363649118.0,6363.649118,2460.0,3600.0
867.0,7879776804.0,7879.776804,1927.0,2100.0
868.0,1489627253.0,1489.627253,2603.0,8500.0
869.0,7583061584.0,7583.061584,2764.0,2400.0
870.0,1902251631.0,1902.251631,233.0,8100.0
871.0,7244133664.0,7244.133664,1541.0,2800.0
872.0,3311158009.0,3311.158009,2563.0,6700.0
873.0,7264077192.0,7264.077192,1235.0,2700.0
874.0,8807667133.0,8807.667133,1152.0,1200.0
875.0,9029155836.0,9029.155836,2493.0,1000.0
876.0,1970308178.0,1970.308178,1404.0,8000.0
877.0,5713577274.0,5713.577274,1160.0,4300.0
878.0,7841594235.0,7841.594235,283.0,2200.0
879.0,9671895555.0,9671.895555,2042.0,300.0
880.0,8849138340.0,8849.13834,2649.0,1200.0
881.0,3055785854.0,3055.785854,1005.0,6900.0
882.0,2273562692.0,2273.562692,2890.0,7700.0
883.0,9267419695.0,9267.419695,1413.0,700.0
884.0,6532139663.0,6532.139663,1248.0,3500.0
885.0,2270058957.0,2270.058957,1927.0,7700.0
886.0,2565117137.0,2565.117137,2879.0,7400.0
887.0,5636562605.0,5636.562605,344.0,4400.0
888.0,9108085518.0,9108.085518,1421.0,900.0
889.0,5000598059.0,5000.598059,2283.0,5000.0
890.0,1486319791.0,1486.319791,2008.0,8500.0
891.0,7058869586.0,7058.869586,237.0,2900.0
892.0,7335968449.0,7335.968449,982.0,2700.0
893.0,6652606507.0,6652.606507,1698.0,3300.0
894.0,9211867934.0,9211.867934,1248.0,800.0
895.0,2738991867.0,2738.991867,2162.0,7300.0
896.0,7362305530.0,7362.30553,291.0,2600.0
897.0,1176904811.0,1176.904811,376.0,8800.0
898.0,4011436471.0,4011.436471,2412.0,6000.0
899.0,8112582131.0,8112.582131,2946.0,1900.0
900.0,1678579894.0,1678.579894,171.0,8300.0
901.0,3185141441.0,3185.141441,1279.0,6800.0
902.0,5296997950.0,5296.99795,2065.0,4700.0
903.0,1282478180.0,1282.47818,2907.0,8700.0
904.0,2883526686.0,2883.526686,1511.0,7100.0
905.0,7850791591.0,7850.791591,754.0,2100.0
906.0,5408474279.0,5408.474279,2863.0,4600.0
907.0,3895492511.0,3895.492511,1998.0,6100.0
908.0,2842305978.0,2842.305978,1361.0,7200.0
909.0,3335931576.0,3335.931576,695.0,6700.0
910.0,6060111604.0,6060.111604,2013.0,3900.0
911.0,3501420871.0,3501.420871,1324.0,6500.0
912.0,3016647143.0,3016.647143,1562.0,7000.0
913.0,4194143751.0,4194.143751,256.0,5800.0
914.0,4413936215.0,4413.936215,1409.0,5600.0
915.0,6395759595.0,6395.759595,1768.0,3600.0
916.0,5245396899.0,5245.396899,1932.0,4800.0
917.0,7017792534.0,7017.792534,2276.0,3000.0
918.0,3071905067.0,3071.905067,1324.0,6900.0
919.0,8697731129.0,8697.731129,1480.0,1300.0
920.0,5931148010.0,5931.14801,628.0,4100.0
921.0,7573243864.0,7573.243864,1343.0,2400.0
922.0,5118670156.0,5118.670156,1976.0,4900.0
923.0,3525981839.0,3525.981839,2783.0,6500.0
924.0,5560560944.0,5560.560944,2187.0,4400.0
925.0,6868873456.0,6868.873456,829.0,3100.0
926.0,4976385652.0,4976.385652,1023.0,5000.0
927.0,1124633834.0,1124.633834,1198.0,8900.0
928.0,8767399890.0,8767.39989,1970.0,1200.0
929.0,1629801787.0,1629.801787,240.0,8400.0
930.0,8036747625.0,8036.747625,1800.0,2000.0
931.0,8591137684.0,8591.137684,2277.0,1400.0
932.0,6632077207.0,6632.077207,364.0,3400.0
933.0,1718275835.0,1718.275835,2668.0,8300.0
934.0,1803753890.0,1803.75389,1605.0,8200.0
935.0,1504402604.0,1504.402604,1581.0,8500.0
936.0,9909122971.0,9909.122971,2576.0,100.0
937.0,4539952210.0,4539.95221,2270.0,5500.0
938.0,7674048081.0,7674.048081,2910.0,2300.0
939.0,1500901625.0,1500.901625,1588.0,8500.0
940.0,5513786390.0,5513.78639,2845.0,4500.0
941.0,3911825567.0,3911.825567,1362.0,6100.0
942.0,5287229752.0,5287.229752,1418.0,4700.0
943.0,5157541022.0,5157.541022,1146.0,4800.0
944.0,3171012390.0,3171.01239,320.0,6800.0
945.0,7992053900.0,7992.0539,2596.0,2000.0
946.0,5212858214.0,5212.858214,1166.0,4800.0
947.0,8868936340.0,8868.93634,559.0,1100.0
948.0,8823493573.0,8823.493573,859.0,1200.0
949.0,1381328485.0,1381.328485,1309.0,8600.0
950.0,8798873824.0,8798.873824,1868.0,1200.0
951.0,7014265542.0,7014.265542,136.0,3000.0
952.0,2477953039.0,2477.953039,2823.0,7500.0
953.0,6039780138.0,6039.780138,1610.0,4000.0
954.0,7627759621.0,7627.759621,381.0,2400.0
955.0,4581075953.0,4581.075953,1240.0,5400.0
956.0,2162133325.0,2162.133325,981.0,7800.0
957.0,1983811304.0,1983.811304,465.0,8000.0
958.0,6189115496.0,6189.115496,1411.0,3800.0
959.0,2365517289.0,2365.517289,2302.0,7600.0
960.0,8022990889.0,8022.990889,2684.0,2000.0
961.0,1645793452.0,1645.793452,2365.0,8400.0
962.0,3229041274.0,3229.041274,2056.0,6800.0
963.0,1727953510.0,1727.95351,528.0,8300.0
964.0,9908091005.0,9908.091005,1181.0,100.0
965.0,3179812878.0,3179.812878,602.0,6800.0
966.0,8378938823.0,8378.938823,1975.0,1600.0
967.0,2351977450.0,2351.97745,1576.0,7600.0
968.0,5523121955.0,5523.121955,1911.0,4500.0
969.0,2661464746.0,2661.464746,1304.0,7300.0
970.0,2596074552.0,2596.074552,1452.0,7400.0
971.0,2840135667.0,2840.135667,1215.0,7200.0
972.0,7884430606.0,7884.430606,2959.0,2100.0
973.0,6375181415.0,6375.181415,2623.0,3600.0
974.0,3109856638.0,3109.856638,1029.0,6900.0
975.0,7877167487.0,7877.167487,1191.0,2100.0
976.0,1505085985.0,1505.085985,693.0,8500.0
977.0,7787618114.0,7787.618114,595.0,2200.0
978.0,7115749909.0,7115.749909,2195.0,2900.0
979.0,9978999727.0,9978.999727,2851.0,0.0
980.0,2741860787.0,2741.860787,1416.0,7300.0
981.0,7256885404.0,7256.885404,2443.0,2700.0
982.0,1479290300.0,1479.2903,909.0,8500.0
983.0,5098866521.0,5098.866521,1875.0,4900.0
984.0,7302465848.0,7302.465848,1896.0,2700.0
985.0,2470215360.0,2470.21536,1115.0,7500.0
986.0,6519684454.0,6519.684454,1626.0,3500.0
987.0,8979649175.0,8979.649175,2505.0,1000.0
988.0,2651062131.0,2651.062131,1415.0,7300.0
989.0,9008419487.0,9008.419487,578.0,1000.0
990.0,1404672006.0,1404.672006,701.0,8600.0
991.0,9631019214.0,9631.019214,2829.0,400.0
992.0,8897361044.0,8897.361044,263.0,1100.0
993.0,8103235382.0,8103.235382,2379.0,1900.0
994.0,3260596102.0,3260.596102,1448.0,6700.0
995.0,8125439106.0,8125.439106,266.0,1900.0
996.0,8521883772.0,8521.883772,1751.0,1500.0
997.0,1149002778.0,1149.002778,117.0,8900.0
998.0,6230745485.0,6230.745485,198.0,3800.0
999.0,4198019612.0,4198.019612,319.0,5800.0
